10;0;0;0;2746.83;1.59151;3.14149;2500;1.5708;-3.14157
10;-0.156637;-33.8174;-0.132206;2746.48;1.59152;3.13671;2533.82;1.70294;-3.00942
10;-0.170359;-57.1775;-0.122285;2746.83;1.59151;3.14149;2557.18;1.69301;-3.01935
10;-0.179082;-74.0949;-0.112388;2746.83;1.59151;3.14149;2574.09;1.68311;-3.02925
10;-0.185817;-86.6394;-0.103977;2746.83;1.59151;3.14149;2586.64;1.6747;-3.03766
10;-0.191504;-96.1006;-0.0969698;2745.94;1.59152;3.13173;2596.1;1.66769;-3.04467
10;-0.19629;-103.226;-0.0909152;2746.48;1.59152;3.13671;2603.23;1.66164;-3.05073
10;-1.54585;781.267;0.017563;1925.26;1.30514;3.03409;1718.73;1.55233;3.12316
10;-2.25188;791.335;0.0247439;1606.55;1.3931;2.94148;1708.67;1.54473;3.11556
11;-7.02386;1015.02;0.037404;2051.79;1.4255;2.3783;2115.72;0.740626;1.52604
11;220.959;880.383;-0.536005;2055.94;1.42551;2.06384;2063.76;1.43836;2.22378
11;193.405;903.998;-0.523713;2055.68;1.42551;2.06924;2062.62;1.40849;2.19391
11;184.129;908.839;-0.526426;2056.38;1.42553;2.06568;2064.78;1.40624;2.19166
11;177.72;910.822;-0.529725;2055.66;1.42551;2.06526;2067.34;1.40654;2.19196
11;177.72;910.822;-0.529725;2056.11;1.42551;2.06863;2067.34;1.40654;2.19196
11;174.08;910.102;-0.527398;2055.66;1.42551;2.06526;2070.23;1.40308;2.1885
11;170.868;909.275;-0.525617;2055.66;1.42551;2.06526;2072.92;1.40037;2.18579
11;168.33;907.969;-0.524275;2057.56;1.42551;2.07156;2075.55;1.39849;2.18391
11;166.474;905.874;-0.523524;2058.23;1.42552;2.06806;2078.35;1.3977;2.18312
11;164.671;903.745;-0.523039;2055.66;1.42551;2.06526;2081.14;1.39721;2.18263
11;162.613;902.229;-0.522542;2058.23;1.42552;2.06806;2083.62;1.39642;2.18184
11;161.102;899.985;-0.522288;2056.31;1.42553;2.06181;2086.31;1.3963;2.18172
11;159.273;898.26;-0.522131;2056.31;1.42553;2.06181;2088.81;1.396;2.18142
11;157.659;896.369;-0.522023;2056.31;1.42553;2.06181;2091.29;1.39588;2.1813
10;16.6738;1006.64;0.00329608;1386.09;1.58183;-3.11312;1493.46;1.57866;-3.1337
10;17.4119;1104.85;-0.122728;1373.76;1.57022;3.12964;1395.26;1.706;-3.00636
10;-34.9403;1108.47;-0.0995581;1372.58;1.57023;3.10701;1391.96;1.64525;-3.06711
10;-1.79414;1108.48;-0.115547;1372.28;1.57024;3.10372;1391.52;1.68505;-3.02731
10;-22.0911;1106.96;-0.10649;1372.45;1.57025;3.09748;1393.21;1.66143;-3.05093
10;-17.4105;1104.75;-0.106739;1372.56;1.57025;3.10463;1395.36;1.66506;-3.04731
10;-18.9974;1102.23;-0.104821;1371.77;1.57027;3.08689;1397.9;1.66203;-3.05034
10;-18.7331;1099.64;-0.103434;1372.89;1.57026;3.10614;1400.49;1.66085;-3.05151
10;-19.0304;1096.78;-0.101922;1372.62;1.57025;3.09778;1403.35;1.65916;-3.05321
10;-18.9117;1093.88;-0.100551;1373.96;1.57023;-3.13914;1406.25;1.6579;-3.05447
10;-18.841;1090.8;-0.0993217;1374.25;1.57021;-3.11089;1409.33;1.65675;-3.05561
10;-18.6493;1087.68;-0.0982684;1373.44;1.57025;3.11532;1412.44;1.65586;-3.0565
10;-18.8052;1084.63;-0.0971241;1372.79;1.57027;3.09123;1415.49;1.65463;-3.05773
2;-15.0134;1012.55;1.52442;1671.22;1.4776;-1.60981;1485.04;1.62562;-1.51598
2;171.419;917.532;1.73974;1671.16;1.47759;-1.67323;1673.45;1.35255;-1.78905
2;170.395;921.807;1.71109;1673.54;1.47761;-1.64398;1672.22;1.38373;-1.75788
2;170.446;915.867;1.68109;1673.56;1.47758;-1.65463;1672.56;1.41018;-1.73143
2;170.446;915.867;1.68109;1672.27;1.47763;-1.66185;1672.56;1.41018;-1.73143
2;170.313;914.225;1.66947;1671.41;1.4776;-1.64388;1672.51;1.42081;-1.7208
2;170.163;915.235;1.66224;1673.36;1.4776;-1.64118;1672.31;1.42864;-1.71296
2;170.161;917.953;1.65388;1672.63;1.47757;-1.65643;1672.18;1.43863;-1.70298
2;170.146;916.313;1.64863;1672.19;1.47758;-1.67451;1672.24;1.4429;-1.69871
2;170.11;915.655;1.64497;1672.47;1.47758;-1.64211;1672.24;1.44616;-1.69545
