2;170.088;914.68;1.64143;1672.54;1.47758;-1.64991;1672.27;1.44912;-1.69249
2;170.071;913.779;1.63847;1672.62;1.47758;-1.63937;1672.3;1.45154;-1.69006
2;170.057;912.871;1.63579;1671.4;1.47761;-1.65822;1672.33;1.45368;-1.68793
2;170.024;913.724;1.63463;1672.32;1.47762;-1.65598;1672.25;1.45534;-1.68626
2;170.01;913.316;1.63289;1672.38;1.47762;-1.65069;1672.26;1.45685;-1.68476
2;169.997;912.894;1.63129;1673.4;1.47758;-1.66445;1672.27;1.4582;-1.68341
2;170;911.447;1.62927;1672.31;1.47762;-1.64324;1672.35;1.45934;-1.68226
2;169.989;911.255;1.62806;1673.56;1.47761;-1.65282;1672.34;1.46044;-1.68116
2;169.989;911.255;1.62806;1672.53;1.47758;-1.63827;1672.34;1.46044;-1.68116
2;169.979;910.864;1.62686;1673.04;1.47759;-1.66574;1672.36;1.46141;-1.6802
2;169.972;910.021;1.62559;1672.31;1.47762;-1.64484;1672.39;1.46217;-1.67943
2;169.972;910.021;1.62559;1673.34;1.47759;-1.63466;1672.39;1.46217;-1.67943
2;169.961;908.924;1.62414;1672.66;1.47759;-1.64271;1672.44;1.46297;-1.67864
2;169.952;908.55;1.62323;1670.76;1.4776;-1.66541;1672.45;1.46365;-1.67795
2;169.963;910.213;1.62371;1670.68;1.47757;-1.63271;1672.38;1.46416;-1.67744
2;169.957;911.48;1.62388;1671.34;1.47761;-1.68094;1672.3;1.46476;-1.67685
2;169.947;912.023;1.62379;1671.5;1.47756;-1.6447;1672.26;1.46516;-1.67644
2;169.935;912.355;1.6235;1672.48;1.47758;-1.63583;1672.23;1.46566;-1.67595
2;169.932;912.127;1.62287;1673.51;1.4776;-1.64831;1672.24;1.46615;-1.67545
2;169.939;911.38;1.62199;1671.54;1.47756;-1.65009;1672.29;1.46659;-1.67502
2;169.931;911.735;1.62181;1671.11;1.47759;-1.63011;1672.26;1.46697;-1.67463
2;169.92;912.25;1.6217;1672.69;1.47756;-1.64394;1672.22;1.46739;-1.67422
2;169.92;911.963;1.62117;1671.55;1.47756;-1.6457;1672.24;1.46775;-1.67385
2;169.911;912.217;1.62099;1671.29;1.4776;-1.6341;1672.22;1.46808;-1.67352
2;169.9;912.543;1.62084;1671.23;1.47762;-1.66822;1672.19;1.46843;-1.67318
2;169.889;912.854;1.62079;1673.53;1.4776;-1.64119;1672.16;1.46867;-1.67294
2;169.9;912.332;1.62018;1672.28;1.47758;-1.63096;1672.2;1.46896;-1.67264
11;9.39181;983.43;-1.55721;2190.19;1.81504;2.3934;2126.48;2.35125;3.13666
11;-206.29;1099.9;-1.16064;2192.68;1.81605;2.42311;2207.19;1.84779;2.63321
11;-206.29;1099.9;-1.16064;2191.96;1.8161;2.41587;2207.19;1.84779;2.63321
11;-206.29;1099.9;-1.16064;2192.13;1.81608;2.4115;2207.19;1.84779;2.63321
11;-206.29;1099.9;-1.16064;2192.08;1.81606;2.41629;2207.19;1.84779;2.63321
11;-202.953;1096.92;-1.19805;2192.68;1.81605;2.42311;2206.51;1.8872;2.67262
11;-202.367;1094.68;-1.21853;2192.08;1.81606;2.41629;2207.48;1.90863;2.69405
11;-202.83;1093.13;-1.23437;2192.08;1.81606;2.41629;2208.83;1.92488;2.7103
11;-203.731;1091.69;-1.24687;2192.68;1.81605;2.42311;2210.44;1.93762;2.72304
11;-204.863;1090.2;-1.25675;2192.08;1.81606;2.41629;2212.26;1.9477;2.73311
11;-206.296;1089.07;-1.26598;2192.08;1.81606;2.41629;2214.08;1.95691;2.74232
11;-207.649;1087.76;-1.27403;2192.08;1.81606;2.41629;2215.96;1.96502;2.75044
10;-1.21069;1009.17;-0.0229889;1406.52;1.39983;2.84627;1490.83;1.59297;-3.11939
10;126.146;1087.01;0.264176;1407.3;1.39983;2.85361;1418.61;1.39566;2.96648
10;28.874;1088.25;0.210719;1408.08;1.39984;2.85454;1412.05;1.38053;2.95135
10;40.9639;1090.02;0.215809;1406.88;1.39986;2.84459;1410.58;1.38403;2.95485
